SubjectCode,Subject,Series,Component,MaxRawMark,A,B,C,D,E
9990,Psychology,june-2022,12,60,38,33,28,23,18
9990,Psychology,june-2022,13,60,38,34,29,24,19
9990,Psychology,june-2022,21,60,36,32,28,24,21
9990,Psychology,june-2022,22,60,39,35,31,27,23
9990,Psychology,june-2022,23,60,39,35,31,27,23
9990,Psychology,june-2022,31,60,34,29,24,19,14
9990,Psychology,june-2022,32,60,34,29,24,19,14
9990,Psychology,june-2022,33,60,34,29,24,19,14
9990,Psychology,june-2022,41,60,34,29,25,21,16
9990,Psychology,june-2022,42,60,34,29,25,21,16
9990,Psychology,june-2022,43,60,34,29,25,21,16
9990,Psychology,june-2022,50,75,51,42,33,24,15
9990,Psychology,june-2022,60,75,51,42,33,24,15
9699,Sociology,june-2022,11,60,37,33,29,25,21
9699,Sociology,june-2022,12,60,34,29,25,21,17
9699,Sociology,june-2022,13,60,34,29,25,21,17
9699,Sociology,june-2022,21,60,36,32,27,23,19
9699,Sociology,june-2022,22,60,35,30,26,22,18
9699,Sociology,june-2022,23,60,35,30,26,22,18
9699,Sociology,june-2022,31,50,36,32,28,24,19
9699,Sociology,june-2022,32,50,36,32,28,24,19
9699,Sociology,june-2022,33,50,36,32,28,24,19
9699,Sociology,june-2022,41,70,51,47,41,35,30
9699,Sociology,june-2022,42,70,51,47,41,35,30
9699,Sociology,june-2022,43,70,50,47,41,35,30
9699,Sociology,june-2022,50,75,51,42,33,24,15
9699,Sociology,june-2022,60,75,51,42,33,24,15
8665,Spanish   First Language,june-2022,21,70,50,46,38,31,24
8665,Spanish   First Language,june-2022,41,75,47,42,38,34,30
8673,Spanish   Literature,june-2022,41,75,42,38,34,30,26
8673,Spanish   Literature,june-2022,42,75,42,38,34,30,26
9719,Spanish,june-2022,01,100,76,66,58,51,44
9719,Spanish,june-2022,21,70,50,46,39,32,24
9719,Spanish,june-2022,22,70,49,44,38,32,25
9719,Spanish,june-2022,23,70,49,44,38,32,25
9719,Spanish,june-2022,31,40,30,26,22,18,15
9719,Spanish,june-2022,32,40,30,26,22,18,15
9719,Spanish,june-2022,33,40,30,26,22,18,15
9719,Spanish,june-2022,41,75,47,42,38,34,30
9719,Spanish,june-2022,42,75,47,42,38,34,30
9719,Spanish,june-2022,43,75,47,42,38,34,30
9719,Spanish,june-2022,50,150,102,84,66,48,30
8685,Spanish Language,june-2022,01,100,66,58,51,44,37
8685,Spanish Language,june-2022,21,70,46,38,31,24,17
8685,Spanish Language,june-2022,22,70,44,37,31,25,19
8685,Spanish Language,june-2022,23,70,44,37,31,25,19
8685,Spanish Language,june-2022,31,40,26,22,18,15,12
8685,Spanish Language,june-2022,32,40,26,22,18,15,12
8685,Spanish Language,june-2022,33,40,26,22,18,15,12
8689,Tamil Language,june-2022,22,70,38,32,26,20,14
8689,Tamil Language,june-2022,32,40,24,20,17,14,11
9689,Tamil,june-2022,22,70,43,38,33,27,20
9689,Tamil,june-2022,32,40,28,24,20,17,14
9689,Tamil,june-2022,42,75,37,35,30,26,22
9689,Tamil,june-2022,52,40,28,23,19,16,13
9694,Thinking Skills,june-2022,11,50,27,22,18,14,10
9694,Thinking Skills,june-2022,12,50,27,22,18,14,10
9694,Thinking Skills,june-2022,13,50,27,22,18,14,10
9694,Thinking Skills,june-2022,21,50,24,20,17,14,11
9694,Thinking Skills,june-2022,22,50,25,21,18,15,12
9694,Thinking Skills,june-2022,23,50,25,21,18,15,12
9694,Thinking Skills,june-2022,31,50,32,28,23,19,15
9694,Thinking Skills,june-2022,32,50,31,27,23,19,14
9694,Thinking Skills,june-2022,33,50,31,27,23,19,14
9694,Thinking Skills,june-2022,41,50,27,22,19,16,13
9694,Thinking Skills,june-2022,42,50,27,22,18,15,12
9694,Thinking Skills,june-2022,43,50,27,22,18,15,12
9694,Thinking Skills,june-2022,50,75,51,42,33,24,15
9395,Travel & Tourism,june-2022,02,50,42,37,32,27,22
9395,Travel & Tourism,june-2022,11,100,64,58,53,49,45
9395,Travel & Tourism,june-2022,12,100,67,61,54,48,42
9395,Travel & Tourism,june-2022,13,100,67,61,54,48,42
9395,Travel & Tourism,june-2022,31,50,38,32,28,23,18
9395,Travel & Tourism,june-2022,32,50,37,31,27,21,16
9395,Travel & Tourism,june-2022,33,50,37,31,27,21,16
9395,Travel & Tourism,june-2022,41,50,38,33,28,24,19
9395,Travel & Tourism,june-2022,42,50,37,31,25,20,15
9395,Travel & Tourism,june-2022,43,50,37,31,25,20,15
9395,Travel & Tourism,june-2022,50,75,51,42,33,24,15
8686,Urdu   Language,june-2022,02,70,53,46,40,33,27
8686,Urdu   Language,june-2022,03,40,27,23,19,16,13
9686,Urdu   Pakistan only,june-2022,02,70,58,53,47,41,33
9686,Urdu   Pakistan only,june-2022,03,40,31,27,23,19,16
9686,Urdu   Pakistan only,june-2022,04,75,55,49,44,39,35
9706,Accounting,march-2022,12,30,20,16,13,11,9
9706,Accounting,march-2022,22,90,51,44,36,27,18
9706,Accounting,march-2022,32,150,86,75,61,47,33
9479,Art & Design,march-2022,01,100,69,59,49,39,29
9479,Art & Design,march-2022,02,100,65,55,45,35,25
9479,Art & Design,march-2022,03,100,69,59,49,39,29
9609,Business,march-2022,12,40,31,28,26,23,20
9609,Business,march-2022,22,60,44,40,36,33,30
9609,Business,march-2022,32,100,59,52,43,34,25
9980,Cambridge International Project Qualification,march-2022,01,80,53,46,39,32,26
9701,Chemistry,march-2022,12,40,27,24,19,15,11
9701,Chemistry,march-2022,22,60,35,29,24,19,14
9701,Chemistry,march-2022,33,40,21,19,16,13,11
9701,Chemistry,march-2022,42,100,43,36,31,25,19
9701,Chemistry,march-2022,52,30,20,18,15,13,11
9708,Economics,march-2022,12,30,23,20,18,15,12
9708,Economics,march-2022,22,40,19,16,13,10,7
9708,Economics,march-2022,32,30,23,21,19,16,12
9708,Economics,march-2022,42,70,44,38,32,27,22
8021,English General Paper,march-2022,12,30,19,17,15,13,11
8021,English General Paper,march-2022,22,50,35,32,28,24,21
9093,English Language AS & A Level,march-2022,12,50,33,30,26,22,19
9093,English Language AS & A Level,march-2022,22,50,32,28,25,22,19
9093,English Language AS & A Level,march-2022,32,50,32,27,22,16,11
9093,English Language AS & A Level,march-2022,42,50,33,28,23,18,12
9695,English Literature,march-2022,12,50,35,30,26,21,17
9695,English Literature,march-2022,22,50,32,28,23,19,15
9695,English Literature,march-2022,32,50,34,29,25,21,16
9695,English Literature,march-2022,42,50,36,31,26,21,17
9239,Global Perspectives & Research,march-2022,02,35,24,22,20,18,16
9239,Global Perspectives & Research,march-2022,03,35,24,22,20,18,16
9239,Global Perspectives & Research,march-2022,04,75,47,41,34,27,20
9239,Global Perspectives & Research,march-2022,12,30,18,16,14,12,10
9489,History,march-2022,12,40,21,18,15,12,10
9489,History,march-2022,22,60,35,30,25,20,15
9489,History,march-2022,32,40,26,23,20,17,15
9489,History,march-2022,42,60,38,33,29,25,19
9626,Information Technology,march-2022,02,90,53,46,40,34,28
9626,Information Technology,march-2022,04,90,72,66,56,46,36
9626,Information Technology,march-2022,12,70,34,30,26,21,17
9626,Information Technology,march-2022,32,70,41,33,29,25,20
9990,Psychology,march-2022,12,60,34,30,25,20,16
9990,Psychology,march-2022,22,60,40,35,31,27,22
9990,Psychology,march-2022,32,60,34,28,23,19,14
9990,Psychology,march-2022,42,60,35,30,26,22,18
9699,Sociology,march-2022,12,60,33,29,26,23,20
9699,Sociology,march-2022,22,60,35,30,26,23,20
9699,Sociology,march-2022,32,50,37,32,27,22,17
9699,Sociology,march-2022,42,70,49,43,38,33,27
9706,Accounting,november-2021,11,30,19,17,14,11,9
9706,Accounting,november-2021,12,30,19,16,14,12,11
9706,Accounting,november-2021,13,30,20,18,15,12,9
9706,Accounting,november-2021,21,90,49,41,34,27,19
9706,Accounting,november-2021,22,90,49,42,35,28,19
9706,Accounting,november-2021,23,90,51,41,33,26,18
9706,Accounting,november-2021,31,150,96,84,69,54,38
9706,Accounting,november-2021,32,150,97,84,69,53,37
9706,Accounting,november-2021,33,150,95,84,69,53,38
9679,Afrikaans,november-2021,02,70,42,37,31,24,17
9679,Afrikaans,november-2021,03,40,28,23,20,17,14
9679,Afrikaans,november-2021,04,75,48,43,39,35,32
8679,Afrikaans    Language,november-2021,02,70,37,30,23,17,11
8679,Afrikaans    Language,november-2021,03,40,23,20,17,14,11
8680,Arabic Language,november-2021,21,70,34,28,22,16,10
8680,Arabic Language,november-2021,22,70,34,28,22,16,10
8680,Arabic Language,november-2021,31,40,27,23,19,15,11
8680,Arabic Language,november-2021,32,40,27,23,19,15,11
9680,Arabic,november-2021,21,70,39,34,28,22,16
9680,Arabic,november-2021,22,70,39,34,28,22,16
9680,Arabic,november-2021,31,40,31,27,23,19,15
9680,Arabic,november-2021,32,40,31,27,23,19,15
9680,Arabic,november-2021,41,75,50,45,41,37,33
9680,Arabic,november-2021,42,75,50,45,41,37,33
9680,Arabic,november-2021,51,40,32,28,24,20,17
9680,Arabic,november-2021,52,40,32,28,24,20,17
9479,Art & Design,november-2021,01,100,69,59,49,39,29
9479,Art & Design,november-2021,02,100,65,55,45,35,25
9479,Art & Design,november-2021,03,100,69,59,49,39,29
9700,Biology,november-2021,11,40,26,23,20,17,14
9700,Biology,november-2021,12,40,27,24,20,16,13
9700,Biology,november-2021,13,40,26,22,18,15,12
9700,Biology,november-2021,21,60,37,31,25,19,13
9700,Biology,november-2021,22,60,36,29,24,19,14
9700,Biology,november-2021,23,60,31,24,21,16,12
9700,Biology,november-2021,31,40,28,25,22,20,18
9700,Biology,november-2021,33,40,31,28,24,20,16
9700,Biology,november-2021,34,40,27,24,20,17,13
9700,Biology,november-2021,35,40,30,27,23,20,17
9700,Biology,november-2021,36,40,31,28,24,21,18
9700,Biology,november-2021,41,100,61,53,47,40,32
9700,Biology,november-2021,42,100,66,56,47,38,27
9700,Biology,november-2021,43,100,61,53,47,40,32
9700,Biology,november-2021,51,30,23,20,17,15,13
9700,Biology,november-2021,52,30,21,18,15,12,10
9700,Biology,november-2021,53,30,23,20,17,15,13
9609,Business,november-2021,11,40,32,29,27,25,23
9609,Business,november-2021,12,40,34,31,29,27,25
9609,Business,november-2021,13,40,31,27,24,22,20
9609,Business,november-2021,21,60,43,40,36,33,30
9609,Business,november-2021,22,60,44,41,37,33,29
9609,Business,november-2021,23,60,42,39,35,30,26
9609,Business,november-2021,31,100,56,49,41,32,24
9609,Business,november-2021,32,100,62,54,45,35,26
9609,Business,november-2021,33,100,59,52,45,38,30
9701,Chemistry,november-2021,11,40,22,18,15,13,11
9701,Chemistry,november-2021,12,40,22,18,15,13,11
9701,Chemistry,november-2021,13,40,22,18,15,13,11
9701,Chemistry,november-2021,21,60,31,25,21,16,11
9701,Chemistry,november-2021,22,60,33,28,23,16,10
9701,Chemistry,november-2021,23,60,31,25,21,16,11
9701,Chemistry,november-2021,31,40,21,19,15,11,8
9701,Chemistry,november-2021,33,40,23,19,15,11,7
9701,Chemistry,november-2021,34,40,21,17,13,10,7
9701,Chemistry,november-2021,35,40,21,19,15,11,8
9701,Chemistry,november-2021,36,40,20,17,13,10,7
9701,Chemistry,november-2021,41,100,61,54,44,34,23
9701,Chemistry,november-2021,42,100,53,46,38,29,19
9701,Chemistry,november-2021,43,100,61,54,44,34,23
9701,Chemistry,november-2021,51,30,22,19,16,13,11
9701,Chemistry,november-2021,52,30,19,16,13,11,9
9701,Chemistry,november-2021,53,30,22,19,16,13,11
8681,Chinese   Language,november-2021,21,70,36,30,24,18,12
8681,Chinese   Language,november-2021,22,70,38,32,27,22,16
8681,Chinese   Language,november-2021,23,70,37,31,26,21,15
8681,Chinese   Language,november-2021,31,40,26,22,18,15,12
8681,Chinese   Language,november-2021,32,40,26,22,18,15,12
8681,Chinese   Language,november-2021,33,40,26,22,18,15,12
9715,Chinese,november-2021,21,70,41,36,30,24,18
9715,Chinese,november-2021,22,70,43,38,33,27,21
9715,Chinese,november-2021,23,70,42,37,32,26,20
9715,Chinese,november-2021,31,40,30,26,22,18,15
9715,Chinese,november-2021,32,40,30,26,22,18,15
9715,Chinese,november-2021,33,40,30,26,22,18,15
9715,Chinese,november-2021,41,75,48,43,39,35,31
9715,Chinese,november-2021,42,75,47,43,39,35,31
9715,Chinese,november-2021,43,75,47,43,39,35,31
9274,Classical Studies,november-2021,11,50,33,28,23,18,14
9274,Classical Studies,november-2021,12,50,34,29,23,18,13
9274,Classical Studies,november-2021,13,50,34,29,23,18,13
9274,Classical Studies,november-2021,21,50,33,29,24,19,14
9274,Classical Studies,november-2021,22,50,34,29,24,19,14
9274,Classical Studies,november-2021,23,50,34,29,24,19,14
9274,Classical Studies,november-2021,31,50,31,27,24,20,16
9274,Classical Studies,november-2021,32,50,31,27,24,20,16
9274,Classical Studies,november-2021,33,50,30,28,24,20,17
9274,Classical Studies,november-2021,41,50,33,27,23,20,17
9274,Classical Studies,november-2021,42,50,33,27,23,20,17
9274,Classical Studies,november-2021,43,50,33,26,24,21,17
9608,Computer Science,november-2021,11,75,46,40,33,26,20
9608,Computer Science,november-2021,12,75,46,40,33,26,20
9608,Computer Science,november-2021,13,75,46,40,33,26,20
9608,Computer Science,november-2021,21,75,44,36,29,22,15
9608,Computer Science,november-2021,22,75,44,36,29,22,15
9608,Computer Science,november-2021,23,75,44,36,29,22,15
9608,Computer Science,november-2021,31,75,49,42,35,27,19
9608,Computer Science,november-2021,32,75,49,42,35,27,19
9608,Computer Science,november-2021,33,75,49,42,35,27,19
9608,Computer Science,november-2021,41,75,50,42,35,28,21
9608,Computer Science,november-2021,42,75,50,42,35,28,21
9608,Computer Science,november-2021,43,75,50,42,35,28,21
9618,Computer Science AS & A Level,november-2021,11,75,46,40,33,26,20
9618,Computer Science AS & A Level,november-2021,12,75,46,40,33,26,20
9618,Computer Science AS & A Level,november-2021,13,75,46,40,33,26,20
9618,Computer Science AS & A Level,november-2021,21,75,44,36,29,22,15
9618,Computer Science AS & A Level,november-2021,22,75,44,36,29,22,15
9618,Computer Science AS & A Level,november-2021,23,75,44,36,29,22,15
9618,Computer Science AS & A Level,november-2021,31,75,49,42,35,27,19
9618,Computer Science AS & A Level,november-2021,32,75,49,42,35,27,19
9618,Computer Science AS & A Level,november-2021,41,75,50,42,35,28,21
9618,Computer Science AS & A Level,november-2021,42,75,50,42,35,28,21
9481,Digital Media & Design,november-2021,01,100,64,53,42,32,21
9481,Digital Media & Design,november-2021,02,100,63,53,42,31,21
9481,Digital Media & Design,november-2021,03,100,64,54,44,33,22
8041,Divinity,november-2021,21,100,61,55,49,43,37
8041,Divinity,november-2021,22,100,61,55,49,43,37
8041,Divinity,november-2021,23,100,61,55,49,43,37
9011,Divinity,november-2021,12,100,66,58,51,44,37
9011,Divinity,november-2021,22,100,67,61,54,47,41
9011,Divinity,november-2021,23,100,67,61,54,47,41
9011,Divinity,november-2021,32,100,63,57,52,47,41
9011,Divinity,november-2021,33,100,63,57,52,47,41
9482,Drama,november-2021,02,60,45,39,32,26,20
9482,Drama,november-2021,04,60,43,35,28,22,16
9482,Drama,november-2021,11,60,32,27,22,17,12
9482,Drama,november-2021,12,60,32,27,22,17,12
9482,Drama,november-2021,13,60,32,27,22,17,12
9708,Economics,november-2021,11,30,20,18,15,12,10
9708,Economics,november-2021,12,30,23,20,17,14,12
9708,Economics,november-2021,13,30,24,22,19,16,14
9708,Economics,november-2021,21,40,18,16,13,11,7
9708,Economics,november-2021,22,40,21,18,15,12,8
9708,Economics,november-2021,23,40,18,15,13,11,8
9708,Economics,november-2021,31,30,21,18,16,14,12
9708,Economics,november-2021,32,30,21,17,15,13,11
9708,Economics,november-2021,33,30,20,16,14,13,12
9708,Economics,november-2021,41,70,38,32,29,25,21
9708,Economics,november-2021,42,70,43,39,33,27,21
9708,Economics,november-2021,43,70,42,37,33,28,23
8021,English General Paper,november-2021,11,30,20,17,15,13,11
8021,English General Paper,november-2021,12,30,20,17,15,13,11
8021,English General Paper,november-2021,13,30,20,17,15,13,11
8021,English General Paper,november-2021,21,50,29,27,24,22,20
8021,English General Paper,november-2021,22,50,32,30,26,23,20
8021,English General Paper,november-2021,23,50,29,27,24,22,20
9093,English Language,november-2021,11,50,33,28,24,21,17
9093,English Language,november-2021,12,50,33,28,24,21,17
9093,English Language,november-2021,13,50,33,28,24,21,17
9093,English Language,november-2021,21,50,32,28,24,20,17
9093,English Language,november-2021,22,50,32,28,24,20,17
9093,English Language,november-2021,23,50,32,28,24,20,17
9093,English Language,november-2021,31,50,33,28,23,17,11
9093,English Language,november-2021,32,50,33,28,23,17,11
9093,English Language,november-2021,33,50,33,28,23,17,11
9093,English Language,november-2021,41,50,34,29,23,18,12
9093,English Language,november-2021,42,50,34,29,23,18,12
9093,English Language,november-2021,43,50,34,29,23,18,12
8695,English Language and Literature,november-2021,11,50,32,28,24,20,17
8695,English Language and Literature,november-2021,12,50,32,28,24,20,17
8695,English Language and Literature,november-2021,13,50,32,28,24,20,17
8695,English Language and Literature,november-2021,21,50,36,32,28,25,21
8695,English Language and Literature,november-2021,22,50,36,32,28,25,21
8695,English Language and Literature,november-2021,23,50,36,32,28,25,21
9695,English Literature,november-2021,11,50,36,32,28,25,21
9695,English Literature,november-2021,12,50,36,32,28,25,21
9695,English Literature,november-2021,13,50,36,32,28,25,21
9695,English Literature,november-2021,21,50,29,26,23,19,16
9695,English Literature,november-2021,22,50,29,26,23,19,16
9695,English Literature,november-2021,23,50,29,26,23,19,16
9695,English Literature,november-2021,31,50,34,28,24,19,14
9695,English Literature,november-2021,32,50,34,28,24,19,14
9695,English Literature,november-2021,33,50,34,28,24,19,14
9695,English Literature,november-2021,41,50,41,34,28,23,17
9695,English Literature,november-2021,42,50,41,34,28,23,17
9695,English Literature,november-2021,43,50,41,34,28,23,17
8291,Environmental Management,november-2021,03,40,32,26,22,19,16
8291,Environmental Management,november-2021,11,80,42,36,32,27,22
8291,Environmental Management,november-2021,12,80,42,36,32,27,22
8291,Environmental Management,november-2021,13,80,42,36,32,27,22
8291,Environmental Management,november-2021,21,80,40,35,29,23,17
8291,Environmental Management,november-2021,22,80,40,35,29,23,17
8291,Environmental Management,november-2021,23,80,40,35,29,23,17
8682,French,november-2021,01,100,64,56,49,42,35
8682,French,november-2021,21,70,34,29,25,21,17
8682,French,november-2021,22,70,34,29,25,21,17
8682,French,november-2021,23,70,34,29,25,21,17
8682,French,november-2021,31,40,23,19,16,13,10
8682,French,november-2021,32,40,23,19,16,13,10
8682,French,november-2021,33,40,23,19,16,13,10
9716,French A Level,november-2021,01,100,73,64,56,49,42
9716,French A Level,november-2021,22,70,39,34,29,25,21
9716,French A Level,november-2021,23,70,39,34,29,25,21
9716,French A Level,november-2021,32,40,27,23,19,16,13
9716,French A Level,november-2021,33,40,27,23,19,16,13
9716,French A Level,november-2021,42,75,51,46,43,37,30
9716,French A Level,november-2021,43,75,51,46,43,37,30
9696,Geography,november-2021,11,60,32,28,24,21,17
9696,Geography,november-2021,12,60,32,28,24,21,17
9696,Geography,november-2021,13,60,32,28,24,21,17
9696,Geography,november-2021,21,60,31,27,23,19,16
9696,Geography,november-2021,22,60,31,27,23,19,16
9696,Geography,november-2021,23,60,31,27,23,19,16
9696,Geography,november-2021,31,60,30,26,23,19,15
9696,Geography,november-2021,32,60,30,26,23,19,15
9696,Geography,november-2021,33,60,30,26,23,19,15
9696,Geography,november-2021,41,60,28,25,21,18,15
9696,Geography,november-2021,42,60,28,25,21,18,15
9696,Geography,november-2021,43,60,28,25,21,18,15
8683,German   Language,november-2021,01,100,64,56,49,42,35
8683,German   Language,november-2021,22,70,43,37,31,25,19
8683,German   Language,november-2021,23,70,43,37,31,25,19
8683,German   Language,november-2021,32,40,28,24,20,17,14
8683,German   Language,november-2021,33,40,28,24,20,17,14
9717,German,november-2021,01,100,74,64,56,49,42
9717,German,november-2021,22,70,48,43,38,32,25
9717,German,november-2021,23,70,48,43,38,32,25
9717,German,november-2021,32,40,32,28,24,20,17
9717,German,november-2021,33,40,32,28,24,20,17
9717,German,november-2021,42,75,49,44,40,36,32
9717,German,november-2021,43,75,49,44,40,36,32
8687,Hindi   Language,november-2021,02,70,44,39,35,31,27
8687,Hindi   Language,november-2021,03,40,29,24,19,15,11
9687,Hindi,november-2021,02,70,49,44,40,36,31
9687,Hindi,november-2021,03,40,31,29,24,19,15
9687,Hindi,november-2021,04,75,49,44,40,36,33
9687,Hindi,november-2021,05,40,34,31,27,23,19
9487,Hinduism,november-2021,01,60,42,35,28,21,14
9487,Hinduism,november-2021,02,60,41,34,27,20,13
9487,Hinduism,november-2021,03,60,38,31,24,17,10
9487,Hinduism,november-2021,04,60,39,32,25,18,11
9389,History,november-2021,11,40,21,18,15,13,11
9389,History,november-2021,12,40,21,18,15,13,11
9389,History,november-2021,13,40,21,18,15,13,11
9389,History,november-2021,21,60,35,29,24,18,13
9389,History,november-2021,22,60,35,29,24,18,13
9389,History,november-2021,23,60,35,29,24,18,13
9389,History,november-2021,31,40,27,23,20,18,16
9389,History,november-2021,32,40,27,23,20,18,16
9389,History,november-2021,33,40,27,23,20,18,16
9389,History,november-2021,41,60,39,36,32,27,21
9389,History,november-2021,42,60,39,36,32,27,21
9389,History,november-2021,43,60,39,36,32,27,21
9489,History,november-2021,11,40,21,17,14,12,10
9489,History,november-2021,12,40,21,17,14,12,10
9489,History,november-2021,13,40,21,17,14,12,10
9489,History,november-2021,21,60,35,31,25,19,13
9489,History,november-2021,22,60,35,31,25,19,13
9489,History,november-2021,23,60,35,31,25,19,13
9489,History,november-2021,31,40,29,25,22,18,15
9489,History,november-2021,32,40,29,25,22,18,15
9489,History,november-2021,41,60,40,35,30,25,19
9489,History,november-2021,42,60,40,35,30,25,19
9626,Information Technology,november-2021,02,110,67,57,51,46,41
9626,Information Technology,november-2021,04,110,77,70,59,47,35
9626,Information Technology,november-2021,11,90,34,31,26,20,14
9626,Information Technology,november-2021,12,90,40,36,30,24,18
9626,Information Technology,november-2021,13,90,35,32,26,20,14
9626,Information Technology,november-2021,32,90,55,44,40,36,32
9626,Information Technology,november-2021,33,90,55,44,40,36,32
9488,Islamic Studies AS & A Level,november-2021,12,50,37,32,28,23,19
9488,Islamic Studies AS & A Level,november-2021,22,50,35,30,25,21,17
9488,Islamic Studies AS & A Level,november-2021,32,50,33,29,24,19,14
9488,Islamic Studies AS & A Level,november-2021,42,50,34,29,25,21,16
8281,Japanese   Language,november-2021,01,100,74,64,56,49,42
8281,Japanese   Language,november-2021,02,70,46,42,37,33,29
8281,Japanese   Language,november-2021,03,40,27,23,19,15,11
9693,Marine Science,november-2021,01,75,51,45,39,34,28
9693,Marine Science,november-2021,02,50,36,31,27,23,20
9693,Marine Science,november-2021,03,75,44,37,31,25,19
9693,Marine Science,november-2021,04,50,36,31,26,21,16
9709,Mathematics,november-2021,11,75,50,40,30,21,11
9709,Mathematics,november-2021,12,75,51,40,29,18,7
9709,Mathematics,november-2021,13,75,52,43,34,25,15
9709,Mathematics,november-2021,21,50,39,33,25,17,10
9709,Mathematics,november-2021,22,50,39,33,24,15,7
9709,Mathematics,november-2021,23,50,39,33,25,17,10
9709,Mathematics,november-2021,31,75,52,43,35,26,17
9709,Mathematics,november-2021,32,75,50,41,33,24,14
9709,Mathematics,november-2021,33,75,52,44,36,28,19
9709,Mathematics,november-2021,41,50,35,29,23,16,10
9709,Mathematics,november-2021,42,50,28,23,17,11,6
9709,Mathematics,november-2021,43,50,35,29,22,16,10
9709,Mathematics,november-2021,51,50,36,31,24,17,11
9709,Mathematics,november-2021,52,50,37,31,22,14,6
9709,Mathematics,november-2021,53,50,40,35,29,23,17
9709,Mathematics,november-2021,61,50,42,37,31,26,20
9709,Mathematics,november-2021,62,50,34,30,24,19,14
9709,Mathematics,november-2021,63,50,42,37,31,26,20
9231,Mathematics   Further,november-2021,11,75,42,34,27,20,14
9231,Mathematics   Further,november-2021,12,75,42,34,27,20,14
9231,Mathematics   Further,november-2021,13,75,42,34,27,20,14
9231,Mathematics   Further,november-2021,21,75,59,52,43,33,23
9231,Mathematics   Further,november-2021,22,75,59,52,43,33,23
9231,Mathematics   Further,november-2021,23,75,59,52,43,33,23
9231,Mathematics   Further,november-2021,31,50,24,18,15,12,8
9231,Mathematics   Further,november-2021,32,50,24,18,15,12,8
9231,Mathematics   Further,november-2021,33,50,24,18,15,12,8
9231,Mathematics   Further,november-2021,41,50,35,29,23,16,8
9231,Mathematics   Further,november-2021,42,50,35,29,23,16,8
9231,Mathematics   Further,november-2021,43,50,35,29,23,16,8
9607,Media Studies,november-2021,01,50,40,35,30,25,20
9607,Media Studies,november-2021,02,50,34,29,24,19,14
9607,Media Studies,november-2021,03,50,40,35,30,25,20
9607,Media Studies,november-2021,04,60,40,33,27,21,16
9396,Physical Education,november-2021,02,90,64,55,47,39,32
9396,Physical Education,november-2021,04,90,76,66,56,46,36
9396,Physical Education,november-2021,11,90,57,50,43,34,26
9396,Physical Education,november-2021,12,90,57,50,43,34,26
9396,Physical Education,november-2021,13,90,57,50,43,34,26
9396,Physical Education,november-2021,32,90,55,46,39,31,23
9396,Physical Education,november-2021,33,90,55,46,39,31,23
9702,Physics,november-2021,11,40,25,21,18,14,11
9702,Physics,november-2021,12,40,25,21,18,14,11
9702,Physics,november-2021,13,40,26,22,18,16,12
9702,Physics,november-2021,21,60,34,27,21,15,8
9702,Physics,november-2021,22,60,34,27,21,15,8
9702,Physics,november-2021,23,60,38,31,24,16,8
9702,Physics,november-2021,31,40,33,30,27,24,21
9702,Physics,november-2021,33,40,32,29,26,23,20
9702,Physics,november-2021,34,40,29,26,23,20,17
9702,Physics,november-2021,35,40,30,27,24,22,20
9702,Physics,november-2021,36,40,28,25,22,19,17
9702,Physics,november-2021,41,100,54,43,33,22,11
9702,Physics,november-2021,42,100,55,45,35,24,13
9702,Physics,november-2021,43,100,54,43,33,22,11
9702,Physics,november-2021,51,30,19,17,14,11,8
9702,Physics,november-2021,52,30,18,16,13,10,7
9702,Physics,november-2021,53,30,19,17,14,11,8
9719,Spanish,november-2021,01,100,72,62,54,47,40
9719,Spanish,november-2021,21,70,45,41,36,30,23
9719,Spanish,november-2021,22,70,45,41,36,30,23
9719,Spanish,november-2021,23,70,45,41,36,30,23
9719,Spanish,november-2021,31,40,30,26,22,18,15
9719,Spanish,november-2021,32,40,30,26,22,18,15
9719,Spanish,november-2021,33,40,30,26,22,18,15
9719,Spanish,november-2021,41,75,49,44,40,36,32
9719,Spanish,november-2021,42,75,49,44,40,36,32
9719,Spanish,november-2021,43,75,49,44,40,36,32
8665,Spanish First Language,november-2021,21,70,45,41,36,30,23
8665,Spanish First Language,november-2021,22,70,45,41,36,30,23
8665,Spanish First Language,november-2021,41,75,49,44,40,36,32
8665,Spanish First Language,november-2021,42,75,49,44,40,36,32
8685,Spanish   Language,november-2021,01,100,62,54,47,40,33
8685,Spanish   Language,november-2021,21,70,41,35,29,23,17
8685,Spanish   Language,november-2021,22,70,41,35,29,23,17
8685,Spanish   Language,november-2021,23,70,41,35,29,23,17
8685,Spanish   Language,november-2021,31,40,26,22,18,15,12
8685,Spanish   Language,november-2021,32,40,26,22,18,15,12
8685,Spanish   Language,november-2021,33,40,26,22,18,15,12
8673,Spanish Literature,november-2021,41,75,44,40,36,32,28
8673,Spanish Literature,november-2021,42,75,44,40,36,32,28
8689,Tamil   Language,november-2021,21,70,36,30,24,18,12
8689,Tamil   Language,november-2021,22,70,36,30,24,18,12
8689,Tamil   Language,november-2021,31,40,23,19,16,13,10
8689,Tamil   Language,november-2021,32,40,23,19,16,13,10
9689,Tamil,november-2021,21,70,41,36,31,25,18
9689,Tamil,november-2021,22,70,41,36,31,25,18
9689,Tamil,november-2021,31,40,27,23,19,16,13
9689,Tamil,november-2021,32,40,27,23,19,16,13
